application_id,customer_id,issue_date,snapshot_date,days_since_issue,loan_amount,down_payment,interest_rate,term_months,vehicle_age,vehicle_price,mileage_at_issue,vehicle_brand,customer_age,customer_income,employment_type,employment_length_years,credit_history_length,num_past_default,num_open_loans,num_delinquencies_6m,credit_utilization,own_property,marital_status,address_region,channel,previous_bank_customer,debt_to_income_ratio,default
401,264,2024-04-11,2025-10-19,556,1148089.54,202837.24,9.51,60,6,1350926.78,93652.0,BMW,48,100141.28,salaried,11.0,13.0,0,0,0,0.31,0,married,SPB,online,1,0.96,0
402,53,2024-06-06,2025-10-19,500,993552.09,241541.27,14.16,36,8,1235093.37,120297.0,Hyundai,49,108350.01,salaried,17.0,7.0,0,1,0,0.91,1,divorced,Yekaterinburg,branch,1,0.76,0
403,572,2025-09-29,2025-10-19,20,1941683.84,414088.9,12.87,24,0,2355772.74,6271.0,Volkswagen,43,79291.5,salaried,9.0,5.0,0,1,0,0.19,0,single,Moscow,dealer,0,2.04,0
404,620,2024-05-08,2025-10-19,529,1051240.15,246030.94,13.9,48,2,1297271.09,31978.0,Kia,38,44463.38,contract,6.0,8.0,0,3,0,0.33,0,married,Novosibirsk,branch,1,1.97,0
405,5,2024-03-08,2025-10-19,590,1507056.46,322480.28,12.14,48,4,1829536.74,63765.0,Lada,55,76962.01,contract,17.0,11.0,0,2,1,0.7,1,single,Other,online,1,1.63,0
406,103,2024-06-27,2025-10-19,479,871911.32,144690.26,12.71,48,2,1016601.57,34107.0,Toyota,33,116467.03,salaried,,9.0,2,5,0,0.71,0,married,Moscow,online,0,0.62,0
407,196,2025-05-04,2025-10-19,168,1311639.42,297183.03,13.26,60,0,1608822.44,0.0,Lada,32,118475.43,self_employed,13.0,0.0,0,2,1,0.38,0,married,Novosibirsk,online,0,0.92,1
408,350,2025-05-07,2025-10-19,165,1343661.65,327855.02,12.4,36,6,1671516.67,90250.0,Mercedes,25,85197.01,salaried,14.0,12.0,0,2,2,0.73,1,married,,branch,0,1.31,0
409,47,2024-09-26,2025-10-19,388,1192746.91,267774.54,9.96,48,6,1460521.45,88338.0,,59,55569.06,salaried,15.0,7.0,0,2,0,0.45,1,married,,dealer,0,1.79,0
410,656,2025-04-16,2025-10-19,186,1028698.58,228222.51,12.53,36,9,1256921.1,140219.0,Audi,31,123459.93,salaried,1.0,5.0,1,3,0,0.1,1,single,Moscow,dealer,1,0.69,0
411,269,2025-05-19,2025-10-19,153,1121003.43,185847.96,10.17,60,7,1306851.39,107316.0,Mercedes,31,100523.07,contract,17.0,0.0,0,0,0,0.25,1,single,Novosibirsk,dealer,0,0.93,0
412,370,2024-08-02,2025-10-19,443,1079013.15,226393.48,14.31,48,4,1305406.63,59059.0,Lada,62,57212.25,contract,11.0,3.0,0,3,0,0.89,0,single,,branch,0,1.57,0
413,636,2024-03-10,2025-10-19,588,1920607.88,343109.51,9.27,36,9,2263717.39,128591.0,Kia,51,88562.97,salaried,15.0,4.0,1,5,1,0.3,0,married,Other,branch,0,1.81,0
414,106,2024-02-12,2025-10-19,615,1193219.07,237442.42,15.06,36,4,1430661.49,52015.0,Kia,51,87418.71,salaried,12.0,6.0,0,0,0,0.2,1,married,Other,dealer,1,1.14,0
415,670,2025-06-04,2025-10-19,137,1357466.63,189479.99,13.86,60,4,1546946.63,61552.0,Lada,33,64080.12,salaried,19.0,7.0,0,5,0,0.71,0,married,Other,branch,0,1.77,0
416,659,2024-01-24,2025-10-19,634,1734487.53,265269.59,13.87,48,0,1999757.11,0.0,Volkswagen,34,88702.67,salaried,16.0,8.0,0,4,1,0.5,1,married,Moscow,dealer,1,1.63,0
417,657,2024-07-12,2025-10-19,464,937104.4,177868.5,8.67,36,9,1114972.9,138331.0,Hyundai,62,107654.67,salaried,17.0,11.0,0,4,0,0.82,0,single,Moscow,branch,0,0.73,0
418,120,2024-05-24,2025-10-19,513,1211298.07,214837.63,12.34,72,4,1426135.7,51784.0,Hyundai,45,72593.77,salaried,,11.0,0,0,0,0.88,1,married,,online,1,1.39,0
419,604,2025-06-26,2025-10-19,115,1119244.16,229188.19,15.31,60,5,1348432.35,82965.0,Mercedes,53,110206.73,self_employed,9.0,5.0,0,3,0,0.86,1,single,Yekaterinburg,branch,1,0.85,0
420,58,2025-02-28,2025-10-19,233,1174158.47,228093.26,11.96,72,0,1402251.73,3319.0,Toyota,53,36116.14,salaried,0.0,9.0,0,5,0,0.38,1,single,Other,online,1,2.71,1
421,346,2024-10-29,2025-10-19,355,1146296.41,230768.82,10.84,48,6,1377065.23,90496.0,Hyundai,35,135456.67,contract,5.0,8.0,0,5,0,0.55,1,married,Yekaterinburg,online,1,0.71,0
422,474,2024-09-26,2025-10-19,388,980436.87,226517.75,11.73,48,0,1206954.62,8415.0,Toyota,36,81433.78,salaried,2.0,3.0,0,1,0,0.69,1,married,Kazan,online,1,1.0,0
423,117,2024-03-10,2025-10-19,588,1258623.09,228561.17,12.86,60,1,1487184.25,19742.0,Volkswagen,64,,salaried,18.0,7.0,0,5,0,0.39,1,single,,dealer,1,0.98,0
424,127,2025-09-04,2025-10-19,45,881210.17,165269.84,11.3,48,1,1046480.01,12625.0,Toyota,58,85465.29,self_employed,3.0,2.0,0,3,0,0.14,1,married,Other,branch,1,0.86,0
425,393,2024-07-23,2025-10-19,453,1496664.82,372084.03,15.47,60,4,1868748.85,60388.0,Lada,26,59411.93,self_employed,19.0,3.0,0,1,0,0.55,0,married,Moscow,online,0,2.1,0
426,641,2025-03-07,2025-10-19,226,1386992.94,277552.79,12.87,36,9,1664545.74,125179.0,Toyota,64,79090.58,salaried,2.0,9.0,0,3,1,0.11,1,single,Moscow,online,1,1.46,0
427,58,2024-12-17,2025-10-19,306,1051961.16,201431.71,11.89,48,6,1253392.86,95321.0,Lada,45,32263.22,salaried,,3.0,1,2,0,0.96,0,married,Other,branch,1,2.72,0
428,634,2024-03-26,2025-10-19,572,1066505.0,217426.64,10.4,36,0,1283931.64,0.0,Volkswagen,35,97209.67,contract,7.0,5.0,0,5,0,0.82,0,single,Kazan,branch,0,0.91,0
429,513,2025-05-10,2025-10-19,162,1282653.17,248462.42,13.97,36,9,1531115.58,125114.0,Hyundai,24,84844.11,salaried,6.0,14.0,1,2,0,0.27,1,single,Moscow,branch,1,1.26,0
430,96,2024-10-05,2025-10-19,379,960436.41,156608.67,13.92,24,0,1117045.07,0.0,Audi,24,75211.07,salaried,1.0,,0,4,1,0.36,0,single,SPB,branch,1,1.06,0
431,638,2024-12-18,2025-10-19,305,1743594.04,298817.32,11.42,24,0,2042411.35,4355.0,Hyundai,50,98817.49,salaried,5.0,,0,4,0,0.98,1,single,,branch,1,1.47,0
432,118,2025-06-18,2025-10-19,123,1307377.72,223303.98,8.53,72,5,1530681.7,83069.0,Hyundai,54,80938.08,self_employed,15.0,0.0,0,0,0,0.44,1,married,Novosibirsk,online,1,1.35,0
433,560,2024-05-29,2025-10-19,508,1317978.95,307241.75,13.82,36,1,1625220.69,15102.0,Volkswagen,47,95170.75,self_employed,9.0,4.0,0,5,0,0.81,1,married,Moscow,branch,1,1.15,0
434,601,2024-07-18,2025-10-19,458,1404433.52,249391.44,12.63,48,0,1653824.97,0.0,Kia,51,104057.91,contract,3.0,8.0,3,1,0,0.5,1,single,,online,0,1.12,0
435,488,2024-06-21,2025-10-19,485,1026161.02,197485.97,13.67,60,5,1223646.99,67896.0,Lada,52,66269.3,salaried,,4.0,1,2,0,0.88,1,single,SPB,online,0,1.29,0
436,237,2024-05-28,2025-10-19,509,1526702.99,340377.41,16.91,48,1,1867080.41,22073.0,Kia,64,59114.74,salaried,9.0,5.0,0,3,1,0.73,0,single,SPB,online,1,2.15,0
437,272,2024-08-26,2025-10-19,419,1234360.01,232952.44,12.95,36,5,1467312.45,77247.0,Kia,59,36936.0,salaried,13.0,,0,5,1,0.12,1,married,Moscow,branch,1,2.78,0
438,189,2025-08-21,2025-10-19,59,1485043.64,328676.79,11.97,60,9,1813720.44,133349.0,,29,83064.02,self_employed,8.0,7.0,0,0,0,0.36,0,single,Moscow,dealer,1,1.49,0
439,447,2025-04-05,2025-10-19,197,1140614.06,151083.16,10.71,48,7,1291697.22,102159.0,Lada,61,91302.43,salaried,10.0,9.0,0,3,1,0.6,0,married,Novosibirsk,branch,0,1.04,0
440,581,2024-03-12,2025-10-19,586,1595183.47,312410.86,12.38,60,1,1907594.33,18359.0,BMW,28,46909.62,salaried,17.0,10.0,0,2,1,0.93,1,married,Yekaterinburg,branch,0,2.83,1
441,247,2025-07-05,2025-10-19,106,1320403.09,268025.42,13.32,60,8,1588428.51,123222.0,Volkswagen,34,115509.5,salaried,10.0,12.0,0,5,1,0.19,0,married,Moscow,branch,1,0.95,0
442,76,2024-09-28,2025-10-19,386,1854752.11,372107.36,13.11,72,7,2226859.46,100517.0,Kia,53,59441.61,salaried,16.0,3.0,0,2,0,0.64,0,divorced,Kazan,online,0,2.6,0
443,154,2024-09-23,2025-10-19,391,1089143.51,135182.77,16.45,48,9,1224326.28,129288.0,Toyota,43,27412.5,self_employed,1.0,3.0,0,5,1,0.37,1,single,Other,online,1,3.0,0
444,656,2024-04-01,2025-10-19,566,1261364.82,312428.6,14.0,36,0,1573793.41,0.0,,41,117370.57,salaried,2.0,10.0,0,5,0,0.9,0,divorced,,dealer,0,0.9,0
445,435,2024-06-20,2025-10-19,486,890527.13,135371.78,12.73,48,6,1025898.9,87659.0,Volkswagen,32,30674.63,contract,10.0,11.0,0,2,0,0.79,0,single,Moscow,online,0,2.42,1
446,86,2025-09-09,2025-10-19,40,1041210.53,224993.96,11.59,24,9,1266204.49,131551.0,Toyota,22,104104.47,salaried,17.0,4.0,0,2,0,0.43,0,single,SPB,branch,0,0.83,0
447,697,2024-04-01,2025-10-19,566,1385605.96,277519.41,13.53,60,5,1663125.37,83090.0,Lada,33,98027.99,contract,,13.0,1,3,0,0.25,1,married,Novosibirsk,online,0,1.18,0
448,285,2024-01-29,2025-10-19,629,1538797.33,357944.94,11.19,36,5,1896742.27,72481.0,Hyundai,24,87988.85,self_employed,14.0,9.0,0,0,0,0.11,1,married,Moscow,dealer,1,1.46,0
449,220,2025-02-28,2025-10-19,233,2089503.11,527275.06,13.36,36,5,2616778.17,68752.0,Volkswagen,40,66930.63,salaried,10.0,14.0,0,2,0,0.66,1,married,SPB,dealer,0,2.6,0
450,69,2025-05-06,2025-10-19,166,1171011.33,169684.04,13.97,60,5,1340695.37,69033.0,Volkswagen,34,92569.93,contract,10.0,,0,4,0,0.47,0,single,Novosibirsk,online,0,1.05,0
451,47,2024-03-29,2025-10-19,569,920035.98,151561.5,12.57,48,9,1071597.48,134080.0,Volkswagen,50,106212.12,salaried,19.0,12.0,0,0,0,0.38,1,divorced,Other,branch,1,0.72,0
452,94,2024-03-05,2025-10-19,593,1425997.73,294654.17,11.74,36,6,1720651.9,80889.0,Volkswagen,49,55354.74,self_employed,10.0,7.0,0,4,1,0.99,1,single,SPB,online,1,2.15,0
453,453,2024-01-28,2025-10-19,630,861651.83,117062.7,8.63,48,2,978714.53,29699.0,Kia,28,104409.34,self_employed,18.0,6.0,1,3,0,0.52,0,single,Moscow,branch,1,0.69,0
454,204,2024-08-09,2025-10-19,436,1369283.22,312965.77,15.29,60,5,1682248.99,68319.0,Volkswagen,32,,self_employed,0.0,4.0,2,2,0,0.77,1,single,Kazan,online,0,1.1,1
455,218,2024-10-06,2025-10-19,378,1049323.29,252033.29,13.81,36,2,1301356.57,35793.0,Audi,61,87326.28,salaried,4.0,8.0,0,0,0,0.26,1,married,Moscow,online,0,1.0,0
456,474,2024-04-22,2025-10-19,545,1263478.49,280668.15,13.86,60,6,1544146.64,90583.0,Toyota,58,66550.63,salaried,9.0,8.0,0,2,0,0.11,1,married,,online,1,1.58,0
457,432,2025-06-20,2025-10-19,121,1527313.83,317291.85,9.88,24,6,1844605.68,100605.0,BMW,46,,salaried,9.0,9.0,0,5,1,0.48,1,married,Kazan,dealer,1,1.23,0
458,341,2025-09-20,2025-10-19,29,1166779.97,301841.43,15.76,60,7,1468621.4,103859.0,Mercedes,22,92707.82,salaried,13.0,9.0,0,2,1,0.7,0,single,Other,dealer,0,1.05,0
459,551,2024-08-17,2025-10-19,428,1479863.73,238191.47,12.07,60,1,1718055.2,0.0,Mercedes,60,,self_employed,1.0,1.0,0,0,0,0.56,1,single,Other,online,0,2.26,0
460,612,2025-06-17,2025-10-19,124,1461947.56,295652.92,12.42,36,8,1757600.49,127288.0,Toyota,34,70816.1,self_employed,3.0,3.0,0,2,0,0.9,1,single,Moscow,branch,1,1.72,0
461,289,2025-09-14,2025-10-19,35,640700.54,91199.96,10.86,48,4,731900.51,62510.0,Volkswagen,26,100476.37,contract,1.0,7.0,0,2,0,0.49,1,married,Yekaterinburg,online,1,0.53,0
462,254,2024-01-24,2025-10-19,634,929519.78,230399.77,9.43,36,8,1159919.55,123285.0,Volkswagen,62,82864.52,salaried,17.0,12.0,0,1,0,0.38,1,married,Moscow,online,1,0.93,0
463,357,2025-01-28,2025-10-19,264,731457.94,54624.53,15.31,60,9,786082.47,129987.0,Kia,60,107149.57,self_employed,12.0,13.0,0,1,0,0.92,1,married,Moscow,dealer,0,0.57,0
464,23,2025-05-18,2025-10-19,154,1800521.13,358700.03,15.57,48,4,2159221.16,59786.0,BMW,51,71458.83,contract,18.0,0.0,0,0,0,0.47,1,divorced,Other,online,0,2.1,0
465,522,2024-08-21,2025-10-19,424,1168382.42,250438.42,12.67,48,6,1418820.84,90932.0,Lada,37,55002.62,self_employed,4.0,12.0,0,0,0,0.34,1,single,Other,branch,0,1.77,0
466,100,2025-06-01,2025-10-19,140,1734248.76,299475.15,11.64,36,8,2033723.91,118811.0,BMW,45,134840.07,salaried,19.0,14.0,0,5,0,0.19,1,single,Moscow,branch,0,1.07,0
467,180,2024-03-16,2025-10-19,582,710114.32,110713.36,12.25,36,3,820827.68,36328.0,Toyota,52,37977.62,salaried,1.0,4.0,0,5,0,0.81,0,married,Moscow,online,1,1.56,0
468,223,2025-07-30,2025-10-19,81,1028169.47,206402.84,12.3,24,1,1234572.32,28843.0,Lada,32,67504.01,salaried,,7.0,0,2,1,0.84,1,married,Moscow,branch,0,1.27,0
469,659,2025-06-25,2025-10-19,116,1440149.47,335784.71,10.6,36,8,1775934.19,124179.0,Mercedes,33,86993.7,salaried,17.0,1.0,0,4,0,0.13,1,married,Kazan,dealer,1,1.38,0
470,442,2025-05-06,2025-10-19,166,1253782.38,199113.01,12.42,48,1,1452895.4,17103.0,Lada,39,104652.1,salaried,5.0,,1,0,0,0.42,0,divorced,Other,branch,1,1.0,0
471,608,2025-03-06,2025-10-19,227,1359857.97,229049.1,13.31,60,2,1588907.06,36569.0,Volkswagen,64,96161.23,contract,,12.0,0,2,1,0.77,0,married,Moscow,online,0,1.18,0
472,325,2024-08-18,2025-10-19,427,823857.53,221050.89,15.04,48,9,1044908.42,138221.0,Hyundai,45,137781.48,salaried,16.0,7.0,0,4,1,0.95,0,single,SPB,dealer,1,0.5,0
473,516,2024-11-05,2025-10-19,348,1613041.05,308959.44,13.03,48,1,1922000.49,11614.0,Kia,51,,salaried,10.0,9.0,0,1,1,0.44,0,single,Moscow,dealer,1,1.74,0
474,16,2024-01-15,2025-10-19,643,1433104.83,247744.01,9.85,72,2,1680848.84,36249.0,Lada,57,58175.42,salaried,,11.0,0,5,0,0.88,0,married,Moscow,online,1,2.05,0
475,336,2024-02-20,2025-10-19,607,1320487.65,300531.77,13.71,60,5,1621019.42,79261.0,Hyundai,45,74507.6,self_employed,16.0,8.0,0,0,0,0.45,0,married,Yekaterinburg,online,0,1.48,0
476,258,2024-11-03,2025-10-19,350,994316.92,174453.53,12.49,72,2,1168770.45,26804.0,Volkswagen,36,,contract,3.0,6.0,0,2,0,0.26,1,single,Other,online,0,1.15,0
477,497,2025-03-16,2025-10-19,217,1297140.04,310799.08,15.74,48,9,1607939.12,138950.0,Toyota,58,78292.62,self_employed,13.0,7.0,2,1,1,0.1,0,single,Moscow,online,0,1.38,1
478,160,2025-08-01,2025-10-19,79,1112553.01,189324.58,15.86,36,7,1301877.59,103797.0,BMW,63,55437.8,salaried,19.0,4.0,0,3,0,0.4,0,married,,branch,0,1.67,0
479,475,2024-07-08,2025-10-19,468,704852.64,132990.8,15.93,24,5,837843.44,76042.0,Hyundai,43,99601.4,salaried,3.0,0.0,0,1,1,0.44,1,married,Moscow,online,1,0.59,0
480,664,2024-10-22,2025-10-19,362,1184873.14,284223.21,11.88,60,6,1469096.36,92998.0,Mercedes,34,89270.76,self_employed,13.0,3.0,0,2,1,0.95,0,single,SPB,online,1,1.11,0
481,690,2025-01-29,2025-10-19,263,1152980.88,219283.13,16.98,36,0,1372264.01,6842.0,Toyota,26,48402.98,salaried,3.0,14.0,0,5,1,0.29,1,married,Moscow,online,0,1.99,0
482,675,2024-01-29,2025-10-19,629,1518720.45,341546.76,13.7,36,2,1860267.21,26770.0,Toyota,45,,salaried,5.0,1.0,0,4,0,0.44,1,single,Kazan,branch,1,1.21,0
483,380,2025-01-27,2025-10-19,265,529672.07,102657.03,16.25,48,2,632329.1,31825.0,Kia,43,59712.96,salaried,8.0,2.0,0,3,0,0.12,0,divorced,SPB,branch,1,0.74,0
484,545,2024-12-29,2025-10-19,294,1270559.95,353196.58,11.99,48,1,1623756.53,25079.0,Volkswagen,63,50429.61,salaried,11.0,11.0,1,3,0,0.79,0,single,Moscow,branch,1,2.1,0
485,691,2025-04-10,2025-10-19,192,853329.59,249104.85,12.4,48,6,1102434.43,89120.0,,32,82183.22,self_employed,7.0,2.0,0,5,0,0.92,0,married,Yekaterinburg,online,0,0.87,0
486,427,2025-08-25,2025-10-19,55,1295767.0,192748.59,13.55,36,8,1488515.59,120983.0,Kia,33,36053.91,salaried,3.0,8.0,0,3,0,0.31,0,married,Moscow,branch,0,2.99,0
487,613,2024-06-07,2025-10-19,499,1312284.02,288568.99,13.3,36,3,1600853.0,55071.0,Toyota,56,94737.58,salaried,4.0,12.0,0,0,4,0.49,0,single,Yekaterinburg,online,1,1.15,0
488,268,2025-06-17,2025-10-19,124,1173946.57,193969.11,15.51,48,4,1367915.68,63187.0,Lada,59,20000.0,salaried,5.0,14.0,0,2,2,0.21,0,married,Kazan,dealer,0,3.0,1
489,577,2025-06-05,2025-10-19,136,1442187.94,298012.93,12.54,72,2,1740200.87,22630.0,Toyota,54,54265.93,salaried,4.0,9.0,0,3,1,0.51,0,single,Other,online,1,2.21,0
490,417,2025-05-13,2025-10-19,159,826270.18,168672.57,15.33,60,8,994942.75,116023.0,Hyundai,26,119378.43,salaried,18.0,14.0,0,1,0,0.22,1,married,Moscow,online,1,0.58,1
491,168,2024-05-17,2025-10-19,520,1532316.14,253693.88,14.46,72,3,1786010.01,48448.0,Kia,58,62833.52,salaried,,3.0,1,4,0,0.57,0,married,Yekaterinburg,online,1,2.03,0
492,43,2025-01-25,2025-10-19,267,987576.34,250439.5,12.57,60,4,1238015.84,62115.0,Audi,60,67210.37,salaried,8.0,1.0,0,2,0,0.76,1,single,Moscow,online,1,1.22,0
493,556,2025-04-22,2025-10-19,180,733230.4,156811.23,14.31,48,0,890041.63,813.0,Volkswagen,28,111841.63,salaried,14.0,2.0,0,5,2,0.6,0,single,Other,online,0,0.55,0
494,285,2024-10-17,2025-10-19,367,1118281.21,209422.09,12.05,36,1,1327703.3,25806.0,,28,60178.41,salaried,3.0,2.0,2,1,0,0.32,1,married,Yekaterinburg,branch,1,1.55,0
495,397,2025-08-11,2025-10-19,69,571452.74,92385.06,17.7,48,8,663837.8,116913.0,Mercedes,60,99085.95,salaried,8.0,13.0,1,0,0,0.42,0,single,SPB,dealer,0,0.48,0
496,12,2025-06-09,2025-10-19,132,1276252.17,262239.28,7.67,48,1,1538491.45,14628.0,Mercedes,53,109354.7,salaried,,6.0,0,3,0,0.67,1,married,SPB,online,1,0.97,0
497,607,2024-04-26,2025-10-19,541,1122224.87,244841.22,14.35,48,4,1367066.09,50184.0,Hyundai,54,91963.26,salaried,7.0,7.0,1,1,0,0.63,0,single,Other,branch,0,1.02,0
498,302,2025-07-21,2025-10-19,90,1570106.08,307772.43,9.47,48,7,1877878.5,110803.0,,64,43877.57,self_employed,14.0,12.0,0,2,0,0.22,1,divorced,Other,branch,1,2.98,0
499,253,2024-08-12,2025-10-19,433,1394677.26,137309.47,12.55,48,2,1531986.74,26006.0,Volkswagen,35,64900.35,salaried,18.0,10.0,0,1,1,0.86,0,married,Other,online,0,1.79,0
500,499,2024-12-28,2025-10-19,295,782401.1,157324.76,12.83,36,5,939725.85,80286.0,Mercedes,56,147840.49,salaried,14.0,12.0,0,0,0,0.53,1,married,Other,online,1,0.44,0
501,35,2025-03-12,2025-10-19,221,948483.75,117622.65,16.02,48,3,1066106.4,49760.0,BMW,55,,salaried,4.0,5.0,1,4,1,0.25,0,single,Other,online,1,1.17,1
502,90,2025-04-05,2025-10-19,197,1356199.33,260767.24,11.62,36,6,1616966.56,101745.0,Audi,42,154658.23,contract,18.0,3.0,0,3,0,0.21,1,single,Kazan,dealer,1,0.73,0
503,605,2024-03-28,2025-10-19,570,1454123.7,220596.53,15.62,60,9,1674720.23,138246.0,Hyundai,43,,salaried,6.0,5.0,0,2,0,0.97,0,single,Moscow,dealer,0,0.99,0
504,602,2024-04-16,2025-10-19,551,1566750.27,242525.17,10.64,36,2,1809275.45,28220.0,,60,92976.74,salaried,5.0,12.0,0,3,0,0.35,1,single,Moscow,online,1,1.4,0
505,418,2025-01-12,2025-10-19,280,1564352.79,374626.65,15.69,24,5,1938979.43,77268.0,Kia,42,87430.86,self_employed,18.0,10.0,0,3,2,0.92,0,married,Novosibirsk,online,0,1.49,0
506,115,2024-09-29,2025-10-19,385,1173143.22,218624.04,12.05,48,9,1391767.26,131204.0,Kia,25,68379.42,self_employed,16.0,0.0,0,5,0,0.47,0,married,SPB,branch,1,1.43,0
507,617,2024-10-12,2025-10-19,372,1308796.69,241926.23,13.15,48,8,1550722.92,121596.0,,51,77777.19,self_employed,9.0,12.0,0,3,0,0.45,1,single,Kazan,branch,1,1.4,0
508,196,2025-01-23,2025-10-19,269,1589621.55,342050.51,12.33,48,9,1931672.06,133995.0,Kia,33,62781.9,salaried,18.0,9.0,1,1,0,0.73,1,married,Moscow,branch,1,2.11,0
509,501,2024-02-02,2025-10-19,625,1109007.46,203271.97,15.56,36,0,1312279.43,0.0,Audi,48,78409.34,salaried,,7.0,0,1,1,0.11,1,single,Novosibirsk,online,0,1.18,1
510,626,2024-09-18,2025-10-19,396,1313917.86,367973.88,15.18,48,2,1681891.73,25508.0,Toyota,40,45945.13,salaried,14.0,,0,4,0,0.4,1,single,Moscow,dealer,1,2.38,0
511,493,2025-03-13,2025-10-19,220,1101935.77,206736.17,13.89,36,1,1308671.93,16502.0,Hyundai,53,44605.72,contract,9.0,14.0,0,0,2,0.37,1,married,SPB,branch,1,2.06,0
512,75,2024-10-04,2025-10-19,380,1034715.57,225199.38,10.7,72,7,1259914.95,109121.0,Mercedes,36,112525.39,salaried,10.0,4.0,2,2,1,0.88,1,married,SPB,online,1,0.77,0
513,413,2024-03-12,2025-10-19,586,1214515.54,291450.17,11.57,72,6,1505965.71,81740.0,Hyundai,49,39692.26,salaried,2.0,1.0,0,1,0,0.58,0,married,Moscow,branch,1,2.55,0
514,376,2025-09-14,2025-10-19,35,993736.96,278860.05,10.94,48,1,1272597.02,11557.0,Volkswagen,43,102153.45,contract,2.0,14.0,0,3,0,0.43,0,single,Other,online,1,0.81,0
515,420,2024-03-21,2025-10-19,577,1160725.21,195044.73,8.5,36,5,1355769.94,75840.0,Toyota,44,32640.45,contract,17.0,5.0,1,0,0,0.34,1,single,Kazan,online,1,2.96,0
516,277,2024-06-21,2025-10-19,485,889513.54,157004.53,15.52,60,2,1046518.07,18263.0,Kia,54,95740.94,contract,10.0,8.0,0,2,0,0.63,1,single,Other,branch,0,0.77,1
517,676,2024-08-23,2025-10-19,422,1143001.68,292329.93,12.34,24,7,1435331.61,113701.0,Volkswagen,27,74810.39,self_employed,19.0,4.0,0,2,0,0.24,1,married,Moscow,online,0,1.27,0
518,394,2025-03-30,2025-10-19,203,1334517.09,307406.53,12.32,48,9,1641923.62,131444.0,Volkswagen,58,113032.91,contract,17.0,3.0,0,2,0,0.32,1,married,Moscow,branch,0,0.98,0
519,457,2025-06-12,2025-10-19,129,1023370.94,258432.98,15.99,36,2,1281803.92,25310.0,Hyundai,57,71700.14,salaried,14.0,13.0,1,2,0,0.36,0,single,Moscow,online,1,1.19,0
520,192,2024-04-21,2025-10-19,546,1202787.53,172122.28,12.05,72,9,1374909.8,133963.0,Mercedes,24,29761.5,self_employed,6.0,1.0,0,4,0,0.65,0,married,Moscow,branch,1,3.0,1
521,689,2025-07-02,2025-10-19,109,1241802.78,325760.54,11.32,24,8,1567563.32,120687.0,Mercedes,54,75299.09,self_employed,9.0,11.0,0,2,0,0.44,1,married,Moscow,online,1,1.37,0
522,99,2024-06-14,2025-10-19,492,1335760.47,229081.72,12.55,48,0,1564842.18,0.0,,62,83991.51,salaried,19.0,2.0,1,0,0,0.56,0,married,,branch,1,1.33,0
523,548,2025-08-17,2025-10-19,63,1159926.05,241599.86,10.73,60,4,1401525.91,64902.0,BMW,42,76700.56,salaried,9.0,5.0,0,1,0,0.69,0,single,Other,online,0,1.26,0
524,96,2024-04-13,2025-10-19,554,1525759.9,297740.84,13.69,48,2,1823500.74,31999.0,Kia,25,94377.7,contract,12.0,7.0,0,0,0,0.96,1,single,Other,online,0,1.35,0
525,664,2025-04-27,2025-10-19,175,569724.34,70020.73,12.25,24,5,639745.07,70814.0,Lada,62,65890.3,salaried,14.0,13.0,0,3,1,0.79,1,single,Other,branch,0,0.72,0
526,663,2024-10-08,2025-10-19,376,2081325.85,345638.38,11.99,72,9,2426964.24,132388.0,Lada,43,48414.92,self_employed,17.0,7.0,0,5,0,0.46,0,single,Other,branch,1,3.0,0
527,190,2025-01-17,2025-10-19,275,938659.87,100539.57,11.81,48,1,1039199.44,7416.0,Toyota,35,55008.78,salaried,3.0,4.0,0,4,0,0.77,1,married,SPB,branch,0,1.42,0
528,37,2024-11-18,2025-10-19,335,1321017.01,270154.32,12.79,48,8,1591171.33,113733.0,Volkswagen,51,67105.82,salaried,19.0,4.0,0,4,2,0.95,0,married,Kazan,branch,0,1.64,0
529,369,2025-07-10,2025-10-19,101,918459.63,107425.97,13.17,36,5,1025885.6,76938.0,Toyota,29,66891.28,salaried,16.0,9.0,1,3,0,0.55,0,married,Moscow,dealer,1,1.14,0
530,695,2025-05-11,2025-10-19,161,1393280.45,221965.31,11.96,48,6,1615245.76,85866.0,BMW,63,140153.06,salaried,2.0,13.0,0,0,0,0.47,1,married,Moscow,online,0,0.83,1
531,525,2025-08-12,2025-10-19,68,1282970.75,245692.36,12.28,48,4,1528663.1,69021.0,Hyundai,45,111377.64,salaried,,12.0,0,0,1,0.17,1,single,Yekaterinburg,branch,0,0.96,0
532,279,2024-07-20,2025-10-19,456,1004785.94,69016.76,12.84,24,8,1073802.7,120355.0,Volkswagen,45,97167.73,salaried,3.0,2.0,0,3,1,0.9,0,divorced,Other,branch,0,0.86,1
533,217,2025-08-27,2025-10-19,53,1521926.2,343334.23,12.64,36,0,1865260.43,0.0,Hyundai,41,91150.31,salaried,0.0,14.0,0,5,0,0.32,1,divorced,Yekaterinburg,branch,1,1.39,0
534,273,2025-03-21,2025-10-19,212,1150811.74,109667.94,13.06,60,4,1260479.67,54283.0,Volkswagen,29,87494.31,salaried,14.0,6.0,0,2,2,0.16,0,married,Other,branch,0,1.1,1
